ticket_id,event_id,customer_id,sale_date,price,ticket_type
2541,1,2781,2025-03-24,200,VIP
2542,1,4462,2025-03-24,75,General
2543,1,172,2025-03-24,75,VIP
2544,1,8904,2025-03-24,50,VIP
2545,1,3444,2025-03-24,100,General
2546,1,5012,2025-03-24,75,VIP
2547,1,7607,2025-03-24,50,VIP
2548,1,1395,2025-03-24,75,General
2549,1,907,2025-03-24,150,General
2550,1,585,2025-03-24,50,Early Bird
2551,1,3179,2025-03-24,200,General
2552,1,8431,2025-03-24,50,General
2553,1,3296,2025-03-24,100,VIP
2554,1,5673,2025-03-24,200,VIP
2555,1,5843,2025-03-24,50,Early Bird
2556,1,5314,2025-03-24,150,General
2557,1,3086,2025-03-24,50,VIP
2558,1,3883,2025-03-24,50,General
2559,1,8284,2025-03-24,200,VIP
2560,1,6490,2025-03-24,150,Early Bird
2561,1,4340,2025-03-24,75,General
2562,1,6645,2025-03-24,75,General
2563,1,3503,2025-03-24,50,Early Bird
2564,1,6185,2025-03-24,100,General
2565,1,6535,2025-03-24,150,VIP
2566,1,2887,2025-03-24,75,General
2567,1,7174,2025-03-24,200,VIP
2568,1,5455,2025-03-24,75,VIP
2569,1,3359,2025-03-24,200,Early Bird
2570,1,8244,2025-03-24,50,General
2571,1,4931,2025-03-24,100,VIP
2572,1,8665,2025-03-24,150,Early Bird
2573,1,5559,2025-03-24,100,General
2574,1,7108,2025-03-24,50,General
2575,1,4708,2025-03-24,150,General
2576,1,3720,2025-03-24,75,VIP
2577,1,2579,2025-03-24,200,General
2578,1,5955,2025-03-24,50,VIP
2579,1,8309,2025-03-24,75,Early Bird
2580,1,3897,2025-03-24,150,General
2581,1,5041,2025-03-25,75,General
2582,1,5520,2025-03-25,150,General
2583,1,4804,2025-03-25,75,General
2584,1,5457,2025-03-25,50,General
2585,1,7693,2025-03-25,200,VIP
2586,1,3886,2025-03-25,200,General
2587,1,8764,2025-03-25,200,VIP
2588,1,4588,2025-03-25,50,Early Bird
2589,1,2483,2025-03-25,150,VIP
2590,1,4582,2025-03-25,75,General
2591,1,3003,2025-03-25,50,General
2592,1,3716,2025-03-25,100,VIP
2593,1,8082,2025-03-25,100,Early Bird
2594,1,2797,2025-03-25,150,General
2595,1,9492,2025-03-25,150,General
2596,1,7095,2025-03-25,200,General
2597,1,8409,2025-03-25,200,General
2598,1,8802,2025-03-25,150,General
2599,1,8598,2025-03-25,150,VIP
2600,1,199,2025-03-25,100,General
2601,1,5676,2025-03-25,150,General
2602,1,1397,2025-03-25,75,General
2603,1,2694,2025-03-25,100,VIP
2604,1,939,2025-03-25,75,General
2605,1,227,2025-03-25,100,General
2606,1,9643,2025-03-25,50,Early Bird
2607,1,613,2025-03-25,150,General
2608,1,493,2025-03-25,75,VIP
2609,1,5339,2025-03-25,75,General
2610,1,9955,2025-03-25,200,VIP
2611,1,5987,2025-03-25,50,General
2612,1,7686,2025-03-25,50,Early Bird
2613,1,4226,2025-03-25,100,VIP
2614,1,139,2025-03-25,150,VIP
2615,1,4828,2025-03-25,75,VIP
2616,1,9794,2025-03-25,200,General
2617,1,6667,2025-03-25,75,Early Bird
2618,1,3199,2025-03-25,75,VIP
2619,1,3753,2025-03-25,100,VIP
2620,1,209,2025-03-25,50,General
2621,1,2573,2025-03-25,75,VIP
2622,1,3490,2025-03-25,150,General
2623,1,5040,2025-03-25,150,Early Bird
2624,1,6058,2025-03-25,100,Early Bird
2625,1,8593,2025-03-25,200,General
2626,1,9349,2025-03-25,75,VIP
2627,1,8726,2025-03-25,100,Early Bird
2628,1,7547,2025-03-25,100,Early Bird
2629,1,572,2025-03-25,200,VIP
2630,1,4861,2025-03-25,50,VIP
2631,1,5977,2025-03-25,50,General
2632,1,1566,2025-03-26,50,General
2633,1,1291,2025-03-26,200,Early Bird
2634,1,3195,2025-03-26,50,VIP
2635,1,8721,2025-03-26,200,Early Bird
2636,1,5662,2025-03-26,50,General
2637,1,138,2025-03-26,150,Early Bird
2638,1,7360,2025-03-26,150,Early Bird
2639,1,6534,2025-03-26,100,Early Bird
2640,1,8488,2025-03-26,200,Early Bird
2641,1,860,2025-03-26,150,VIP
2642,1,2404,2025-03-26,150,Early Bird
2643,1,3420,2025-03-26,150,Early Bird
2644,1,4189,2025-03-26,150,General
2645,1,7003,2025-03-26,75,VIP
2646,1,4556,2025-03-26,150,General
2647,1,9028,2025-03-26,50,Early Bird
2648,1,4312,2025-03-26,200,VIP
2649,1,2301,2025-03-26,100,VIP
2650,1,8819,2025-03-26,100,General
2651,1,5321,2025-03-26,200,Early Bird
2652,1,8127,2025-03-26,75,VIP
2653,1,5293,2025-03-26,200,General
2654,1,1776,2025-03-26,200,General
2655,1,3999,2025-03-26,200,General
2656,1,3412,2025-03-26,150,VIP
2657,1,7982,2025-03-26,200,Early Bird
2658,1,6124,2025-03-26,75,General
2659,1,2049,2025-03-26,150,VIP
2660,1,8533,2025-03-26,50,General
2661,1,7749,2025-03-26,150,Early Bird
2662,1,1648,2025-03-26,200,General
2663,1,4770,2025-03-26,150,Early Bird
2664,1,1278,2025-03-26,75,General
2665,1,8889,2025-03-26,100,General
2666,1,8434,2025-03-26,100,Early Bird
2667,1,8079,2025-03-26,100,Early Bird
2668,1,1073,2025-03-26,150,VIP
2669,1,2288,2025-03-26,150,General
2670,1,834,2025-03-26,200,General
2671,1,7208,2025-03-26,50,General
2672,1,7208,2025-03-26,200,Early Bird
2673,1,4031,2025-03-26,150,VIP
2674,1,2303,2025-03-26,100,VIP
2675,1,233,2025-03-26,75,General
2676,1,3411,2025-03-26,50,General
2677,1,9783,2025-03-26,50,General
2678,1,7582,2025-03-26,75,Early Bird
2679,1,7076,2025-03-26,150,Early Bird
2680,1,4902,2025-03-26,75,General
2681,1,1212,2025-03-26,100,VIP
2682,1,6682,2025-03-26,50,General
2683,1,4938,2025-03-26,75,General
2684,1,6056,2025-03-26,50,General
2685,1,5497,2025-03-26,50,Early Bird
2686,1,8938,2025-03-26,200,VIP
2687,1,3380,2025-03-26,75,VIP
2688,1,4868,2025-03-27,150,VIP
2689,1,366,2025-03-27,75,Early Bird
2690,1,1242,2025-03-27,50,Early Bird
2691,1,1029,2025-03-27,50,General
2692,1,5513,2025-03-27,200,Early Bird
2693,1,8700,2025-03-27,200,Early Bird
2694,1,7202,2025-03-27,50,General
2695,1,3989,2025-03-27,100,General
2696,1,9386,2025-03-27,150,General
2697,1,5694,2025-03-27,50,Early Bird
2698,1,3323,2025-03-27,50,VIP
2699,1,623,2025-03-27,200,Early Bird
2700,1,1073,2025-03-27,75,General
2701,1,6713,2025-03-27,75,Early Bird
2702,1,7710,2025-03-27,150,General
2703,1,3746,2025-03-27,150,Early Bird
2704,1,5627,2025-03-27,200,Early Bird
2705,1,859,2025-03-27,200,Early Bird
2706,1,7493,2025-03-27,150,Early Bird
2707,1,1665,2025-03-27,200,General
2708,1,3154,2025-03-27,150,General
2709,1,4900,2025-03-27,200,Early Bird
2710,1,4542,2025-03-27,100,VIP
2711,1,8678,2025-03-27,200,General
2712,1,3772,2025-03-27,200,VIP
2713,1,8677,2025-03-27,150,VIP
2714,1,4295,2025-03-27,150,General
2715,1,6750,2025-03-27,50,General
2716,1,4569,2025-03-27,50,Early Bird
2717,1,3029,2025-03-27,200,Early Bird
2718,1,9583,2025-03-27,100,Early Bird
2719,1,578,2025-03-27,75,General
2720,1,1095,2025-03-27,150,General
2721,1,9786,2025-03-27,50,Early Bird
2722,1,5511,2025-03-27,75,VIP
2723,1,8525,2025-03-27,50,General
2724,1,57,2025-03-27,200,General
2725,1,7701,2025-03-27,100,General
2726,1,3730,2025-03-27,200,Early Bird
2727,1,8182,2025-03-27,100,Early Bird
2728,1,9559,2025-03-27,100,VIP
2729,1,562,2025-03-27,200,General
2730,1,2074,2025-03-27,200,VIP
2731,1,4390,2025-03-27,75,General
2732,1,4950,2025-03-27,75,Early Bird
2733,1,731,2025-03-27,100,Early Bird
2734,1,1765,2025-03-27,50,General
2735,1,7224,2025-03-27,100,General
2736,1,2457,2025-03-27,100,General
2737,1,4577,2025-03-27,100,VIP
2738,1,8380,2025-03-27,150,General
2739,1,5550,2025-03-27,150,VIP
2740,1,3338,2025-03-27,150,Early Bird
2741,1,2401,2025-03-27,200,Early Bird
2742,1,5433,2025-03-27,100,VIP
2743,1,3886,2025-03-27,200,Early Bird
2744,1,6740,2025-03-27,100,VIP
2745,1,289,2025-03-27,150,VIP
2746,1,1507,2025-03-27,75,Early Bird
2747,1,8513,2025-03-27,50,General
2748,1,4651,2025-03-27,50,Early Bird
2749,1,7407,2025-03-27,75,VIP
2750,1,7944,2025-03-27,50,General
2751,1,3435,2025-03-27,200,General
2752,1,1308,2025-03-28,200,General
2753,1,3532,2025-03-28,75,Early Bird
2754,1,3899,2025-03-28,75,Early Bird
2755,1,9758,2025-03-28,150,Early Bird
2756,1,3610,2025-03-28,100,General
2757,1,2400,2025-03-28,75,VIP
2758,1,8771,2025-03-28,75,General
2759,1,313,2025-03-28,200,VIP
2760,1,3253,2025-03-28,200,General
2761,1,7589,2025-03-28,150,VIP
2762,1,7658,2025-03-28,100,General
2763,1,2351,2025-03-28,150,General
2764,1,9398,2025-03-28,100,Early Bird
2765,1,3371,2025-03-28,75,VIP
2766,1,3604,2025-03-28,100,General
2767,1,309,2025-03-28,75,VIP
2768,1,4998,2025-03-28,150,General
2769,1,3305,2025-03-28,50,VIP
2770,1,1751,2025-03-28,50,General
2771,1,1314,2025-03-28,200,General
2772,1,6839,2025-03-28,200,General
2773,1,4353,2025-03-28,200,Early Bird
2774,1,2267,2025-03-28,100,General
2775,1,6806,2025-03-28,200,General
2776,1,2793,2025-03-28,150,General
2777,1,8485,2025-03-28,75,Early Bird
2778,1,2758,2025-03-28,100,VIP
2779,1,7851,2025-03-28,200,General
2780,1,3855,2025-03-28,100,Early Bird
2781,1,9627,2025-03-28,150,General
2782,1,6461,2025-03-28,50,General
2783,1,61,2025-03-28,150,Early Bird
2784,1,8381,2025-03-28,75,General
2785,1,5311,2025-03-28,50,VIP
2786,1,3328,2025-03-28,150,VIP
2787,1,1212,2025-03-28,50,General
2788,1,4180,2025-03-28,50,General
2789,1,8526,2025-03-28,200,General
2790,1,7628,2025-03-28,200,General
2791,1,8987,2025-03-28,150,General
2792,1,1937,2025-03-28,50,General
2793,1,250,2025-03-28,75,General
2794,1,4147,2025-03-28,75,Early Bird
2795,1,8844,2025-03-28,150,General
2796,1,4547,2025-03-28,100,General
2797,1,9426,2025-03-28,75,General
2798,1,3945,2025-03-28,100,Early Bird
2799,1,1201,2025-03-28,100,General
2800,1,5124,2025-03-28,150,Early Bird
2801,1,7533,2025-03-28,150,VIP
2802,1,9295,2025-03-28,100,General
2803,1,4630,2025-03-28,100,VIP
2804,1,2598,2025-03-28,150,Early Bird
2805,1,9325,2025-03-28,50,VIP
2806,1,9192,2025-03-28,75,General
2807,1,3672,2025-03-28,150,VIP
2808,1,2988,2025-03-28,75,Early Bird
2809,1,2102,2025-03-28,100,VIP
2810,1,754,2025-03-28,50,General
2811,1,2987,2025-03-28,200,General
2812,1,7082,2025-03-28,100,General
2813,1,8017,2025-03-28,50,VIP
2814,1,6294,2025-03-28,150,Early Bird
2815,1,2525,2025-03-28,75,Early Bird
2816,1,9940,2025-03-28,100,VIP
2817,1,7874,2025-03-28,75,VIP
2818,1,6303,2025-03-28,75,VIP
2819,1,9584,2025-03-28,200,VIP
2820,1,8750,2025-03-29,50,VIP
2821,1,8032,2025-03-29,150,Early Bird
2822,1,2771,2025-03-29,75,General
2823,1,247,2025-03-29,100,General
2824,1,4429,2025-03-29,75,VIP
2825,1,4016,2025-03-29,75,VIP
2826,1,7239,2025-03-29,150,General
2827,1,8438,2025-03-29,200,VIP
2828,1,7676,2025-03-29,150,Early Bird
2829,1,8808,2025-03-29,150,VIP
2830,1,5167,2025-03-29,150,General
2831,1,1225,2025-03-29,75,VIP
2832,1,5130,2025-03-29,50,Early Bird
2833,1,4720,2025-03-29,150,VIP
2834,1,9159,2025-03-29,200,VIP
2835,1,2902,2025-03-29,200,VIP
2836,1,9247,2025-03-29,200,VIP
2837,1,1797,2025-03-29,150,VIP
2838,1,2291,2025-03-29,50,Early Bird
2839,1,503,2025-03-29,75,Early Bird
2840,1,8622,2025-03-29,50,Early Bird
2841,1,1352,2025-03-29,75,VIP
2842,1,7838,2025-03-29,50,General
2843,1,2430,2025-03-29,150,General
2844,1,8521,2025-03-29,200,VIP
2845,1,5340,2025-03-29,200,Early Bird
2846,1,2109,2025-03-29,150,VIP
2847,1,6462,2025-03-29,75,General
2848,1,8476,2025-03-29,75,VIP
2849,1,4669,2025-03-29,100,General
2850,1,5255,2025-03-29,100,General
2851,1,2647,2025-03-29,100,Early Bird
2852,1,7931,2025-03-29,150,Early Bird
2853,1,7949,2025-03-29,150,Early Bird
2854,1,7940,2025-03-29,75,General
2855,1,9851,2025-03-29,75,General
2856,1,5985,2025-03-29,100,Early Bird
2857,1,4138,2025-03-29,150,VIP
2858,1,463,2025-03-29,200,Early Bird
2859,1,1016,2025-03-29,100,General
2860,1,1873,2025-03-29,100,VIP
2861,1,4884,2025-03-29,200,General
2862,1,4235,2025-03-29,50,VIP
2863,1,1191,2025-03-29,100,VIP
2864,1,4546,2025-03-29,50,General
2865,1,4056,2025-03-29,50,Early Bird
2866,1,1782,2025-03-29,200,VIP
2867,1,5929,2025-03-29,75,Early Bird
2868,1,7411,2025-03-29,200,General
2869,1,5740,2025-03-29,200,General
2870,1,8768,2025-03-29,150,General
2871,1,7420,2025-03-29,50,Early Bird
2872,1,8042,2025-03-29,150,General
2873,1,5678,2025-03-29,100,General
2874,1,9508,2025-03-29,100,Early Bird
2875,1,9867,2025-03-29,200,VIP
2876,1,6175,2025-03-29,200,Early Bird
2877,1,311,2025-03-29,75,Early Bird
2878,1,4144,2025-03-29,50,Early Bird
2879,1,5348,2025-03-29,200,VIP
2880,1,2114,2025-03-29,200,VIP
2881,1,8296,2025-03-29,200,General
2882,1,3310,2025-03-29,150,VIP
2883,1,1486,2025-03-29,100,General
2884,1,6449,2025-03-29,100,General
2885,1,1983,2025-03-29,50,General
2886,1,252,2025-03-29,75,General
2887,1,3093,2025-03-29,75,VIP
2888,1,307,2025-03-29,100,General
2889,1,6700,2025-03-29,100,General
2890,1,2325,2025-03-29,75,General
2891,1,3247,2025-03-29,50,General
2892,1,8199,2025-03-30,150,General
2893,1,5682,2025-03-30,100,Early Bird
2894,1,9869,2025-03-30,200,VIP
2895,1,7538,2025-03-30,50,General
2896,1,6747,2025-03-30,150,General
2897,1,6277,2025-03-30,50,Early Bird
2898,1,7819,2025-03-30,200,VIP
2899,1,4651,2025-03-30,50,General
2900,1,7516,2025-03-30,75,General
2901,1,2676,2025-03-30,50,Early Bird
2902,1,4488,2025-03-30,75,General
2903,1,4417,2025-03-30,200,VIP
2904,1,7111,2025-03-30,200,Early Bird
2905,1,5228,2025-03-30,200,Early Bird
2906,1,9088,2025-03-30,50,General
2907,1,7147,2025-03-30,50,VIP
2908,1,3816,2025-03-30,50,General
2909,1,5391,2025-03-30,75,VIP
2910,1,485,2025-03-30,150,General
2911,1,1100,2025-03-30,75,General
2912,1,5973,2025-03-30,150,Early Bird
2913,1,5881,2025-03-30,50,Early Bird
2914,1,6176,2025-03-30,150,Early Bird
2915,1,2599,2025-03-30,200,VIP
2916,1,99,2025-03-30,50,Early Bird
2917,1,8855,2025-03-30,50,Early Bird
2918,1,3705,2025-03-30,150,General
2919,1,8790,2025-03-30,100,Early Bird
2920,1,8910,2025-03-30,200,General
2921,1,2492,2025-03-30,200,VIP
2922,1,8945,2025-03-30,50,Early Bird
2923,1,2670,2025-03-30,100,Early Bird
2924,1,9884,2025-03-30,150,Early Bird
2925,1,3563,2025-03-30,100,VIP
2926,1,9664,2025-03-30,50,Early Bird
2927,1,6222,2025-03-30,50,General
2928,1,5125,2025-03-30,75,VIP
2929,1,8095,2025-03-30,100,General
2930,1,8859,2025-03-30,100,Early Bird
2931,1,2807,2025-03-30,75,Early Bird
2932,1,6079,2025-03-30,50,General
2933,1,6839,2025-03-30,150,General
2934,1,8650,2025-03-30,200,Early Bird
2935,1,2454,2025-03-30,150,Early Bird
2936,1,317,2025-03-30,50,VIP
2937,1,3194,2025-03-30,75,VIP
2938,1,5387,2025-03-30,200,General
2939,1,9080,2025-03-30,75,VIP
2940,1,8643,2025-03-30,50,VIP
2941,1,2650,2025-03-30,50,VIP
2942,1,6213,2025-03-30,50,Early Bird
2943,1,398,2025-03-30,200,General
2944,1,8496,2025-03-30,200,VIP
2945,1,3439,2025-03-30,75,General
2946,1,5607,2025-03-30,75,Early Bird
2947,1,115,2025-03-30,200,Early Bird
2948,1,4461,2025-03-30,150,VIP
2949,1,1962,2025-03-30,150,VIP
2950,1,2891,2025-03-30,50,Early Bird
2951,1,7499,2025-03-30,75,VIP
2952,1,3883,2025-03-30,100,General
2953,1,4461,2025-03-30,50,VIP
2954,1,9773,2025-03-30,150,Early Bird
2955,1,1008,2025-03-30,50,General
2956,1,9995,2025-03-30,75,VIP
2957,1,657,2025-03-30,200,General
2958,1,603,2025-03-31,200,VIP
2959,1,8716,2025-03-31,100,VIP
2960,1,5812,2025-03-31,200,General
2961,1,9382,2025-03-31,50,General
2962,1,6321,2025-03-31,100,Early Bird
2963,1,3040,2025-03-31,100,General
2964,1,5561,2025-03-31,75,General
2965,1,2655,2025-03-31,150,General
2966,1,8178,2025-03-31,75,General
2967,1,4422,2025-03-31,150,Early Bird
2968,1,9701,2025-03-31,50,VIP
2969,1,9826,2025-03-31,200,Early Bird
2970,1,4291,2025-03-31,150,Early Bird
2971,1,630,2025-03-31,100,VIP
2972,1,5168,2025-03-31,100,VIP
2973,1,9507,2025-03-31,150,General
2974,1,6560,2025-03-31,150,VIP
2975,1,4342,2025-03-31,100,General
2976,1,1116,2025-03-31,150,Early Bird
2977,1,8745,2025-03-31,50,General
2978,1,4781,2025-03-31,200,VIP
2979,1,7881,2025-03-31,75,General
2980,1,5880,2025-03-31,100,General
2981,1,910,2025-03-31,50,VIP
2982,1,3371,2025-03-31,100,General
2983,1,4207,2025-03-31,150,General
2984,1,3239,2025-03-31,50,VIP
2985,1,9311,2025-03-31,50,General
2986,1,4873,2025-03-31,75,VIP
2987,1,3461,2025-03-31,50,Early Bird
2988,1,7672,2025-03-31,200,VIP
2989,1,3420,2025-03-31,75,VIP
2990,1,18,2025-03-31,75,Early Bird
2991,1,8383,2025-03-31,50,Early Bird
2992,1,7448,2025-03-31,200,General
2993,1,4324,2025-03-31,200,General
2994,1,4620,2025-03-31,100,Early Bird
2995,1,3981,2025-03-31,100,Early Bird
2996,1,6254,2025-03-31,50,General
2997,1,5658,2025-03-31,50,General
2998,1,4050,2025-03-31,100,General
2999,1,5375,2025-03-31,150,Early Bird
3000,1,8906,2025-03-31,50,General
3001,1,4813,2025-03-31,100,General
3002,1,6844,2025-03-31,50,General
3003,1,9495,2025-03-31,50,VIP
3004,1,1693,2025-03-31,50,VIP
3005,1,6268,2025-03-31,150,Early Bird
3006,1,3066,2025-03-31,100,Early Bird
3007,1,4654,2025-03-31,200,VIP
3008,1,1188,2025-03-31,100,VIP
3009,1,9326,2025-03-31,75,General
3010,1,3585,2025-03-31,200,VIP
3011,1,2305,2025-03-31,75,VIP
3012,1,3479,2025-03-31,200,General
3013,1,4,2025-03-31,50,General
3014,1,5729,2025-03-31,100,General
3015,1,7335,2025-03-31,50,VIP
3016,1,3524,2025-03-31,150,VIP
3017,1,2472,2025-03-31,100,General
3018,1,7241,2025-03-31,150,Early Bird
3019,1,2018,2025-03-31,200,VIP
3020,1,520,2025-03-31,50,VIP
3021,1,178,2025-03-31,150,General
3022,1,5025,2025-04-01,200,VIP
3023,1,4847,2025-04-01,100,Early Bird
3024,1,5220,2025-04-01,50,General
3025,1,1184,2025-04-01,200,General
3026,1,1288,2025-04-01,150,VIP
3027,1,3819,2025-04-01,100,General
3028,1,2776,2025-04-01,75,General
3029,1,3260,2025-04-01,200,VIP
3030,1,130,2025-04-01,200,VIP
3031,1,6335,2025-04-01,200,General
3032,1,6531,2025-04-01,100,VIP
3033,1,6844,2025-04-01,100,General
3034,1,3924,2025-04-01,150,Early Bird
3035,1,318,2025-04-01,50,Early Bird
3036,1,8882,2025-04-01,200,VIP
3037,1,7184,2025-04-01,75,General
3038,1,2096,2025-04-01,150,General
3039,1,4526,2025-04-01,75,VIP
3040,1,8032,2025-04-01,100,VIP
3041,1,8056,2025-04-02,100,VIP
3042,1,3373,2025-04-02,150,VIP
3043,1,1312,2025-04-02,150,General
3044,1,5767,2025-04-02,50,VIP
3045,1,68,2025-04-02,50,VIP
3046,1,4442,2025-04-02,50,General
3047,1,579,2025-04-02,150,General
3048,1,8199,2025-04-02,50,Early Bird
3049,1,7775,2025-04-02,150,General
3050,1,2752,2025-04-02,100,VIP
3051,1,7784,2025-04-02,100,Early Bird
3052,1,8117,2025-04-02,150,Early Bird
3053,1,7393,2025-04-02,75,VIP
3054,1,9364,2025-04-02,50,General
3055,1,8939,2025-04-02,50,VIP
3056,1,6829,2025-04-02,100,VIP
3057,1,2103,2025-04-02,75,Early Bird
3058,1,2990,2025-04-02,50,General
3059,1,8683,2025-04-02,150,VIP
3060,1,9880,2025-04-02,50,VIP
3061,1,9927,2025-04-02,200,VIP
3062,1,3635,2025-04-02,150,Early Bird
3063,1,13,2025-04-03,75,VIP
3064,1,3320,2025-04-03,50,General
3065,1,4798,2025-04-03,200,General
3066,1,5358,2025-04-03,100,VIP
3067,1,2207,2025-04-03,150,Early Bird
3068,1,9718,2025-04-03,200,VIP
3069,1,1628,2025-04-03,75,VIP
3070,1,3706,2025-04-03,75,Early Bird
3071,1,9170,2025-04-03,200,VIP
3072,1,4765,2025-04-03,50,VIP
3073,1,6602,2025-04-03,150,VIP
3074,1,2413,2025-04-03,100,General
3075,1,2641,2025-04-03,50,VIP
3076,1,3052,2025-04-03,150,Early Bird
3077,1,7439,2025-04-03,75,General
3078,1,1708,2025-04-03,150,General
3079,1,1822,2025-04-03,75,VIP
3080,1,7160,2025-04-04,75,Early Bird
3081,1,9803,2025-04-04,200,VIP
3082,1,5443,2025-04-04,150,VIP
3083,1,9796,2025-04-04,75,VIP
3084,1,5677,2025-04-04,200,General
3085,1,5451,2025-04-04,75,Early Bird
3086,1,1996,2025-04-04,150,Early Bird
3087,1,3529,2025-04-04,200,VIP
3088,1,8537,2025-04-04,200,General
3089,1,3877,2025-04-04,150,Early Bird
3090,1,2220,2025-04-04,50,VIP
3091,1,1260,2025-04-04,200,Early Bird
3092,1,2144,2025-04-04,150,Early Bird
3093,1,649,2025-04-04,75,General
3094,1,5565,2025-04-04,50,Early Bird
3095,1,7907,2025-04-04,100,VIP
3096,1,1962,2025-04-04,75,VIP
3097,1,1815,2025-04-04,50,VIP
3098,1,4549,2025-04-04,50,Early Bird
3099,1,963,2025-04-04,200,Early Bird
3100,1,4307,2025-04-04,75,VIP
3101,1,4935,2025-04-04,75,Early Bird
3102,1,5416,2025-04-04,150,Early Bird
3103,1,5413,2025-04-04,50,VIP
3104,1,4291,2025-04-04,200,VIP
3105,1,7435,2025-04-04,150,VIP
3106,1,5101,2025-04-04,50,VIP
3107,1,3865,2025-04-05,75,Early Bird
3108,1,6894,2025-04-05,100,VIP
3109,1,1452,2025-04-05,150,General
3110,1,1010,2025-04-05,150,Early Bird
3111,1,9664,2025-04-05,200,VIP
3112,1,2763,2025-04-05,150,Early Bird
3113,1,3743,2025-04-05,100,VIP
3114,1,1547,2025-04-05,100,General
3115,1,4399,2025-04-05,150,General
3116,1,3559,2025-04-05,200,Early Bird
3117,1,8147,2025-04-05,50,General
3118,1,5562,2025-04-05,200,VIP
3119,1,321,2025-04-05,75,General
3120,1,5550,2025-04-05,150,General
3121,1,6607,2025-04-05,150,Early Bird
3122,1,3200,2025-04-05,75,VIP
3123,1,3795,2025-04-05,75,General
3124,1,2631,2025-04-05,50,Early Bird
3125,1,4429,2025-04-05,75,General
3126,1,8782,2025-04-05,75,VIP
3127,1,2230,2025-04-06,50,General
3128,1,1920,2025-04-06,50,VIP
3129,1,5701,2025-04-06,100,Early Bird
3130,1,6956,2025-04-06,150,VIP
3131,1,2946,2025-04-06,200,General
3132,1,4366,2025-04-06,150,General
3133,1,1742,2025-04-06,150,General
3134,1,5895,2025-04-06,50,VIP
3135,1,8332,2025-04-06,75,Early Bird
3136,1,5610,2025-04-06,200,VIP
3137,1,1774,2025-04-06,50,VIP
3138,1,7108,2025-04-06,100,Early Bird
3139,1,389,2025-04-06,150,Early Bird
3140,1,6022,2025-04-06,200,General
3141,1,8478,2025-04-06,50,VIP
3142,1,6016,2025-04-06,75,General
3143,1,5882,2025-04-06,150,Early Bird
3144,1,1708,2025-04-06,50,General
3145,1,4673,2025-04-06,200,General
3146,1,1255,2025-04-06,75,General
3147,1,417,2025-04-06,75,Early Bird
3148,1,3434,2025-04-07,150,Early Bird
3149,1,720,2025-04-07,200,General
3150,1,2358,2025-04-07,50,VIP
3151,1,3904,2025-04-07,75,Early Bird
3152,1,61,2025-04-07,150,VIP
3153,1,3840,2025-04-07,150,General
3154,1,164,2025-04-07,50,VIP
3155,1,5567,2025-04-07,200,General
3156,1,2055,2025-04-07,50,VIP
3157,1,1644,2025-04-07,150,General
3158,1,3186,2025-04-07,75,General
3159,1,8705,2025-04-07,150,General
3160,1,3419,2025-04-07,150,General
3161,1,1048,2025-04-07,100,Early Bird
3162,1,2614,2025-04-07,50,General
3163,1,1786,2025-04-07,100,Early Bird
3164,1,4461,2025-04-07,75,General
3165,1,9396,2025-04-07,75,VIP
3166,1,4124,2025-04-08,150,General
3167,1,3622,2025-04-08,100,VIP
3168,1,3037,2025-04-08,150,Early Bird
3169,1,4853,2025-04-08,75,General
3170,1,6049,2025-04-08,150,General
3171,1,9599,2025-04-08,200,VIP
3172,1,5511,2025-04-08,150,VIP
3173,1,4572,2025-04-08,75,Early Bird
3174,1,6881,2025-04-08,50,Early Bird
3175,1,5309,2025-04-08,75,Early Bird
3176,1,3474,2025-04-08,50,Early Bird
3177,1,1228,2025-04-08,150,VIP
3178,1,1388,2025-04-08,100,General
3179,1,2292,2025-04-08,75,VIP
3180,1,5284,2025-04-08,200,Early Bird
3181,1,9715,2025-04-08,200,Early Bird
3182,1,3790,2025-04-08,100,General
3183,1,4788,2025-04-08,200,General
3184,1,4384,2025-04-08,200,General
3185,1,3279,2025-04-08,75,VIP
3186,1,4232,2025-04-08,75,VIP
3187,1,568,2025-04-08,75,Early Bird
3188,1,7218,2025-04-09,50,General
3189,1,2961,2025-04-09,200,General
3190,1,3372,2025-04-09,150,General
3191,1,4035,2025-04-09,100,Early Bird
3192,1,3978,2025-04-09,50,VIP
3193,1,9650,2025-04-09,200,VIP
3194,1,3993,2025-04-09,50,General
3195,1,3836,2025-04-09,150,Early Bird
3196,1,4928,2025-04-09,150,VIP
3197,1,2999,2025-04-09,150,Early Bird
3198,1,5255,2025-04-09,100,General
3199,1,4494,2025-04-09,150,General
3200,1,2456,2025-04-09,200,Early Bird
3201,1,558,2025-04-09,100,VIP
3202,1,7558,2025-04-09,75,Early Bird
3203,1,1022,2025-04-09,150,VIP
3204,1,6659,2025-04-10,200,Early Bird
3205,1,2554,2025-04-10,200,VIP
3206,1,2471,2025-04-10,50,VIP
3207,1,8109,2025-04-10,50,Early Bird
3208,1,3544,2025-04-10,200,VIP
3209,1,3016,2025-04-10,100,General
3210,1,4553,2025-04-10,150,Early Bird
3211,1,48,2025-04-10,150,VIP
3212,1,772,2025-04-10,150,General
3213,1,9212,2025-04-10,75,General
3214,1,1264,2025-04-10,200,General
3215,1,1785,2025-04-10,50,Early Bird
3216,1,127,2025-04-10,75,Early Bird
